number,number,number,string,string,string,number,number,number,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,string,string,string
1000,280,157,https://patchwiki.biligame.com/images/langrisser/thumb/d/d5/alvy890wmilrs28nt8jtocmwr0x8siq.png/82px-%E5%A4%B4%E5%83%8F_%E8%8C%83%E6%81%A9.png,里万事屋之主,6791a07df1014a639fcca7b8,247,90,90,范恩,4436,329,30,20,150,569,0,0.05,0,0.05,0,0,0.25,0.35,0.25,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,本部队有5个以上的强化状态时，战斗中伤害提升10%。,步兵
1000,291,157,https://patchwiki.biligame.com/images/langrisser/thumb/d/d5/alvy890wmilrs28nt8jtocmwr0x8siq.png/82px-%E5%A4%B4%E5%83%8F_%E8%8C%83%E6%81%A9.png,黎之魔王,6791a07df1014a639fcca7b9,247,90,90,范恩,4436,305,30,20,150,601,0,0.05,0,0.05,0,0,0.25,0.35,0.25,0.15,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,魔物
1000,367,87,https://patchwiki.biligame.com/images/langrisser/thumb/7/79/gs0fhdkat8hdp6h4ibx8ac8zsk7dilv.png/82px-%E5%A4%B4%E5%83%8F_%E6%96%B9%E8%88%9F%E5%9C%A3%E5%A5%B3.png,巫师,6791a07df1014a639fcca7ba,559,90,90,方舟圣女,3538,245,150,20,30,262,0,0,0.1,0,0,0,0.3,0.15,0.2,0.35,部队血量低于80%时，遭受暴击率降低10%。,部队血量低于70%时，伤害提升10%。,法师
1000,367,113,https://patchwiki.biligame.com/images/langrisser/thumb/7/79/gs0fhdkat8hdp6h4ibx8ac8zsk7dilv.png/82px-%E5%A4%B4%E5%83%8F_%E6%96%B9%E8%88%9F%E5%9C%A3%E5%A5%B3.png,辉黯使者,6791a07df1014a639fcca7bb,588,90,90,方舟圣女,4017,265,150,20,30,252,0,0,0.1,0,0,0,0.3,0.15,0.2,0.35,受到具有弱化效果的部队攻击进入战斗时，遭受伤害降低10%。,与具有弱化效果的部队战斗时，伤害提升10%。,魔物
1000,281,322,https://patchwiki.biligame.com/images/langrisser/thumb/2/2c/huo7lft2n1a02ubpk8ln1gzo3ylfqpb.png/82px-%E5%A4%B4%E5%83%8F_%E9%A3%9E%E5%BD%B1.png,邪眼师,6791a07df1014a639fcca7bc,240,90,90,飞影,3439,298,30,20,150,540,0,0,0,0,0,0,0.2,0.3,0.25,0.25,部队血量高于80%时，遭受暴击率降低10%。,部队血量高于80%时，暴击率提升10%。,刺客
1000,302,197,https://patchwiki.biligame.com/images/langrisser/thumb/2/2c/huo7lft2n1a02ubpk8ln1gzo3ylfqpb.png/82px-%E5%A4%B4%E5%83%8F_%E9%A3%9E%E5%BD%B1.png,邪王炎杀,6791a07df1014a639fcca7bd,240,90,90,飞影,3821,334,30,20,150,568,0,0,0,0,0,0,0.2,0.3,0.25,0.25,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,魔物
1000,250,286,https://patchwiki.biligame.com/images/langrisser/thumb/f/fc/hz5ud5qvqmc0mxph4ysjakzmdpn3py0.png/82px-%E5%A4%B4%E5%83%8F_%E5%BC%97%E6%8B%89%E5%9F%BA%E4%BA%9A.png,漆黑魅影,6791a07df1014a639fcca7be,299,90,90,弗拉基亚,3771,262,30,20,150,496,0,0.05,0,0,0,0,0.35,0.15,0.1,0.35,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,刺客
1000,270,224,https://patchwiki.biligame.com/images/langrisser/thumb/f/fc/hz5ud5qvqmc0mxph4ysjakzmdpn3py0.png/82px-%E5%A4%B4%E5%83%8F_%E5%BC%97%E6%8B%89%E5%9F%BA%E4%BA%9A.png,幻影魔姬,6791a07df1014a639fcca7bf,299,90,90,弗拉基亚,4074,272,30,20,150,496,0,0.05,0,0,0,0,0.35,0.15,0.1,0.35,遭受范围伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,魔物
1000,295,80,https://patchwiki.biligame.com/images/langrisser/thumb/5/52/m812mhyuuxulvtoh800kfvlfdcwx628.png/82px-%E5%A4%B4%E5%83%8F_%E5%BC%97%E6%B4%9B%E6%9C%97%E8%92%82%E5%A8%85.png,军师,6791a07df1014a639fcca7c0,557,90,90,弗洛朗蒂娅,2944,228,150,20,30,312,0,0,0.05,0,0,0,0.4,0.15,0.35,0.2,部队血量100%时，遭受伤害降低10%。,部队血量100%时，伤害提升10%。,僧侣
1000,295,80,https://patchwiki.biligame.com/images/langrisser/thumb/5/52/m812mhyuuxulvtoh800kfvlfdcwx628.png/82px-%E5%A4%B4%E5%83%8F_%E5%BC%97%E6%B4%9B%E6%9C%97%E8%92%82%E5%A8%85.png,帝国宰相,6791a07df1014a639fcca7c1,591,90,90,弗洛朗蒂娅,2813,211,150,20,30,260,0,0,0.05,0,0,0,0.4,0.15,0.35,0.2,部队血量高于80%时，遭受暴击率降低10%。,范围伤害提升10%。,法师
1000,326,92,https://patchwiki.biligame.com/images/langrisser/thumb/4/4b/o19c5nzfxjv0hiotrqrwnjzw9a9i8kd.png/82px-%E5%A4%B4%E5%83%8F_%E8%8A%99%E8%95%BE%E9%9B%85.png,蔷薇女王,6791a07df1014a639fcca7c2,397,90,90,芙蕾雅,4839,364,30,20,150,433,0.05,0.05,0.05,0.05,0.05,0.05,0.35,0.1,0.35,0.2,部队血量高于80%时，进入战斗后遭受伤害降低10%。,部队血量高于80%时，士兵伤害提升20%。,SP僧侣
1000,316,94,https://patchwiki.biligame.com/images/langrisser/thumb/4/4b/o19c5nzfxjv0hiotrqrwnjzw9a9i8kd.png/82px-%E5%A4%B4%E5%83%8F_%E8%8A%99%E8%95%BE%E9%9B%85.png,女武神,6791a07df1014a639fcca7c3,484,90,90,芙蕾雅,4550,332,150,20,30,325,0.05,0.05,0.05,0.05,0.05,0.05,0.35,0.1,0.4,0.1,受到攻击进入战斗时，遭受魔法伤害降低10%。,受到攻击时，士兵伤害提升20%。,僧侣
1000,207,81,https://patchwiki.biligame.com/images/langrisser/thumb/4/4b/o19c5nzfxjv0hiotrqrwnjzw9a9i8kd.png/82px-%E5%A4%B4%E5%83%8F_%E8%8A%99%E8%95%BE%E9%9B%85.png,皇家卫士,6791a07df1014a639fcca7c4,312,90,90,芙蕾雅,5182,387,30,20,150,408,0.05,0.05,0.05,0.05,0.05,0.05,0.35,0.1,0.4,0.1,受到攻击进入战斗时，遭受物理伤害降低10%。,主动攻击时，士兵伤害提升20%。,枪兵
1000,292,167,https://patchwiki.biligame.com/images/langrisser/thumb/9/9d/0fywsdykc0aetc6wjfupikjcikyzc9l.png/82px-%E5%A4%B4%E5%83%8F_%E9%AB%98%E9%87%8C.png,光之剑,6791a07df1014a639fcca7c5,276,90,90,高里,4307,322,30,20,150,593,0,0,0,0,0,0,0.25,0.35,0.25,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,本部队有7个以上的强化状态时，战斗中伤害提升10%。,步兵
1000,280,167,https://patchwiki.biligame.com/images/langrisser/thumb/9/9d/0fywsdykc0aetc6wjfupikjcikyzc9l.png/82px-%E5%A4%B4%E5%83%8F_%E9%AB%98%E9%87%8C.png,英雄,6791a07df1014a639fcca7c6,276,90,90,高里,4307,348,30,20,150,562,0,0,0,0,0,0,0.25,0.35,0.25,0.15,本部队有5个以上的强化状态时，战斗中遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,步兵
1000,278,141,https://patchwiki.biligame.com/images/langrisser/thumb/7/73/p8us9a6f142ba7m7jfai7sw2g70v8p0.png/82px-%E5%A4%B4%E5%83%8F_%E6%A0%BC%E4%BC%A6%E5%B8%8C%E5%B0%94.png,驭空之刃,6791a07df1014a639fcca7c7,258,90,90,格伦希尔,4548,339,30,20,150,603,0,0,0,0,0,0,0.3,0.4,0.15,0.15,部队血量低于70%时，进入战斗后遭受伤害降低10%。,在天空时，范围伤害提升10%。,步兵
1000,301,157,https://patchwiki.biligame.com/images/langrisser/thumb/7/73/p8us9a6f142ba7m7jfai7sw2g70v8p0.png/82px-%E5%A4%B4%E5%83%8F_%E6%A0%BC%E4%BC%A6%E5%B8%8C%E5%B0%94.png,锋翼统帅,6791a07df1014a639fcca7c8,235,90,90,格伦希尔,4241,339,30,20,150,603,0,0,0,0,0,0,0.3,0.4,0.15,0.15,受到远程攻击时，遭受物理伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,飞兵
1000,304,180,https://patchwiki.biligame.com/images/langrisser/thumb/4/44/7d7i6pr6p0wgjnczr6kbvjdkrboy4pm.png/82px-%E5%A4%B4%E5%83%8F_%E6%A0%BC%E5%B0%BC%E5%B0%94.png,啸风骑将,6791a07df1014a639fcca7c9,250,90,90,格尼尔,4902,360,30,20,150,502,0,0,0,0,0,0,0.25,0.35,0.3,0.1,部队血量低于70%时，战斗中遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,SP弓兵
1000,220,90,https://patchwiki.biligame.com/images/langrisser/thumb/4/44/7d7i6pr6p0wgjnczr6kbvjdkrboy4pm.png/82px-%E5%A4%B4%E5%83%8F_%E6%A0%BC%E5%B0%BC%E5%B0%94.png,大元帅,6791a07df1014a639fcca7ca,227,90,90,格尼尔,4993,376,30,20,150,495,0,0,0,0,0,0,0.2,0.3,0.35,0.1,受到攻击进入战斗时，遭受魔法伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,枪兵
1000,308,157,https://patchwiki.biligame.com/images/langrisser/thumb/4/44/7d7i6pr6p0wgjnczr6kbvjdkrboy4pm.png/82px-%E5%A4%B4%E5%83%8F_%E6%A0%BC%E5%B0%BC%E5%B0%94.png,弓骑统帅,6791a07df1014a639fcca7cb,250,90,90,格尼尔,4106,287,30,20,150,495,0,0,0,0,0,0,0.2,0.3,0.35,0.1,受到攻击进入战斗时，遭受物理伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,弓兵
1000,280,160,https://patchwiki.biligame.com/images/langrisser/thumb/5/5d/d71cmce44glj0r6cg286g1ezz4ua4rv.png/82px-%E5%A4%B4%E5%83%8F_%E5%8F%A4%E6%81%A9.png,白狼王,6791a07df1014a639fcca7cc,260,90,90,古恩,4051,320,30,20,150,611,0,0,0,0,0,0,0.4,0.3,0.15,0.15,受到远程攻击时，遭受伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,魔物
1000,303,179,https://patchwiki.biligame.com/images/langrisser/thumb/5/5d/d71cmce44glj0r6cg286g1ezz4ua4rv.png/82px-%E5%A4%B4%E5%83%8F_%E5%8F%A4%E6%81%A9.png,群山守护者,6791a07df1014a639fcca7cd,237,90,90,古恩,3750,320,30,20,150,581,0,0,0,0,0,0,0.4,0.3,0.15,0.15,受到近战攻击时，遭受物理伤害降低10%。,部队血量低于70%时，进入战斗后伤害提升10%。,步兵
1000,325,109,https://patchwiki.biligame.com/images/langrisser/thumb/e/eb/7rvy2c5zuctfkimwlm0i52js47zdmn9.png/82px-%E5%A4%B4%E5%83%8F_%E5%8F%A4%E5%B7%A8%E6%8B%89.png,贝希摩斯,6791a07df1014a639fcca7ce,271,90,90,古巨拉,5805,293,30,20,150,503,0.05,0,0,0,0,0,0.4,0.15,0.35,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,骑兵
1000,285,124,https://patchwiki.biligame.com/images/langrisser/thumb/e/eb/7rvy2c5zuctfkimwlm0i52js47zdmn9.png/82px-%E5%A4%B4%E5%83%8F_%E5%8F%A4%E5%B7%A8%E6%8B%89.png,海德拉,6791a07df1014a639fcca7cf,247,90,90,古巨拉,5442,317,30,20,150,412,0.05,0,0,0,0,0,0.4,0.15,0.35,0.1,部队血量高于80%时，遭受暴击率降低10%。,受到近战攻击进入战斗时，伤害提升10%。,水兵
1000,371,124,https://patchwiki.biligame.com/images/langrisser/thumb/e/eb/7rvy2c5zuctfkimwlm0i52js47zdmn9.png/82px-%E5%A4%B4%E5%83%8F_%E5%8F%A4%E5%B7%A8%E6%8B%89.png,巴哈姆特,6791a07df1014a639fcca7d0,327,90,90,古巨拉,5442,282,30,20,150,412,0.05,0,0,0,0,0,0.4,0.15,0.35,0.1,部队血量100%时，遭受伤害降低10%。,受到攻击时，士兵伤害提升20%。,龙
1000,364,130,https://patchwiki.biligame.com/images/langrisser/thumb/0/06/6vegjgi4xk8dfozua8g02t349obwc93.png/82px-%E5%A4%B4%E5%83%8F_%E5%8F%A4%E6%96%AF%E5%A1%94%E5%A4%AB.png,死灵之械,6791a07df1014a639fcca7d1,591,90,90,古斯塔夫,4316,268,150,20,30,263,0,0,0.05,0,0,0,0.15,0.35,0.15,0.35,受到具有弱化效果的部队攻击进入战斗时，遭受伤害降低10%。,部队血量100%时，伤害提升10%。,魔物
1000,364,99,https://patchwiki.biligame.com/images/langrisser/thumb/0/06/6vegjgi4xk8dfozua8g02t349obwc93.png/82px-%E5%A4%B4%E5%83%8F_%E5%8F%A4%E6%96%AF%E5%A1%94%E5%A4%AB.png,巫师,6791a07df1014a639fcca7d2,563,90,90,古斯塔夫,3826,249,150,20,30,263,0,0,0.05,0,0,0,0.15,0.35,0.15,0.35,部队血量高于80%时，遭受暴击率降低10%。,受到攻击进入战斗时，伤害提升10%。,法师
1000,268,186,https://patchwiki.biligame.com/images/langrisser/thumb/9/9e/p5o74nrl3to4o30w0qef8h921le25yt.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%89%E5%BD%B1%E5%89%91%E9%AD%84.png,剑之传承,6791a07df1014a639fcca7d3,258,90,90,光影剑魄,3878,308,30,20,150,573,0,0,0,0,0,0,0.15,0.35,0.25,0.25,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到魔法攻击进入战斗时，伤害提升10%。,步兵
1000,279,167,https://patchwiki.biligame.com/images/langrisser/thumb/9/9e/p5o74nrl3to4o30w0qef8h921le25yt.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%89%E5%BD%B1%E5%89%91%E9%AD%84.png,魔剑具象,6791a07df1014a639fcca7d4,258,90,90,光影剑魄,4174,308,30,20,150,603,0,0,0,0,0,0,0.15,0.35,0.25,0.25,自身处于[危险范围]内，遭受暴击率降低10%。,受到物理攻击进入战斗时，伤害提升10%。,魔物
1000,348,94,https://patchwiki.biligame.com/images/langrisser/thumb/9/9c/fwke5lm3g2tdksncjbhylg7zxpbz5xf.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%89%E4%BD%91%E4%BD%BF%E5%BE%92.png,圣护使徒,6791a07df1014a639fcca7d5,567,90,90,光佑使徒,5068,320,150,20,30,260,0,0,0,0,0,0,0.3,0.3,0.25,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,僧侣
1000,311,141,https://patchwiki.biligame.com/images/langrisser/thumb/9/9c/fwke5lm3g2tdksncjbhylg7zxpbz5xf.png/82px-%E5%A4%B4%E5%83%8F_%E5%85%89%E4%BD%91%E4%BD%BF%E5%BE%92.png,光盾剑卫,6791a07df1014a639fcca7d6,567,90,90,光佑使徒,5068,348,150,20,30,260,0,0,0,0,0,0,0.3,0.3,0.25,0.15,部队血量高于80%时，遭受暴击率降低10%。,受到远程攻击进入战斗时，伤害提升10%。,步兵
1000,388,87,https://patchwiki.biligame.com/images/langrisser/thumb/5/57/9o2k3cji8s3bcu3ypdj3dndamuzael1.png/82px-%E5%A4%B4%E5%83%8F_%E6%B5%B7%E6%81%A9.png,黑龙魔导师,6791a07df1014a639fcca7d7,547,90,90,海恩,3489,240,150,20,30,258,0,0,0.05,0,0,0,0.1,0.4,0.1,0.4,部队血量高于80%时，遭受暴击率降低10%。,受到攻击进入战斗时，伤害提升10%。,SP法师
1000,373,80,https://patchwiki.biligame.com/images/langrisser/thumb/5/57/9o2k3cji8s3bcu3ypdj3dndamuzael1.png/82px-%E5%A4%B4%E5%83%8F_%E6%B5%B7%E6%81%A9.png,圣者,6791a07df1014a639fcca7d8,498,90,90,海恩,3301,256,150,20,30,310,0,0,0.05,0,0,0,0.1,0.4,0.1,0.35,部队血量100%时，遭受伤害降低10%。,部队血量100%时，伤害提高10%。,僧侣
1000,373,80,https://patchwiki.biligame.com/images/langrisser/thumb/5/57/9o2k3cji8s3bcu3ypdj3dndamuzael1.png/82px-%E5%A4%B4%E5%83%8F_%E6%B5%B7%E6%81%A9.png,巫师,6791a07df1014a639fcca7d9,527,90,90,海恩,3154,237,150,20,30,258,0,0,0.05,0,0,0,0.1,0.4,0.1,0.35,本部队有7个以上的强化状态时，战斗中遭受伤害降低10%。,本部队有7个以上的强化状态时，进入战斗后伤害提升10%。,法师
1000,254,113,https://patchwiki.biligame.com/images/langrisser/thumb/3/3c/3m8i38usnk5gwjh1ndvgezxe2u0g9oz.png/82px-%E5%A4%B4%E5%83%8F_%E6%B5%B7%E4%BC%A6%E5%A8%9C.png,突击骑士,6791a07df1014a639fcca7da,233,90,90,海伦娜,4184,275,30,20,150,609,0,0.05,0,0.05,0,0,0.4,0.35,0.15,0.1,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,骑兵
1000,283,113,https://patchwiki.biligame.com/images/langrisser/thumb/3/3c/3m8i38usnk5gwjh1ndvgezxe2u0g9oz.png/82px-%E5%A4%B4%E5%83%8F_%E6%B5%B7%E4%BC%A6%E5%A8%9C.png,皇家骑士,6791a07df1014a639fcca7db,233,90,90,海伦娜,4511,287,30,20,150,578,0,0.05,0,0.05,0,0,0.4,0.35,0.15,0.1,遭受范围伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,骑兵
1000,323,175,https://patchwiki.biligame.com/images/langrisser/thumb/a/aa/jv6cbds0hkg6ecmi8hqzab235alx262.png/82px-%E5%A4%B4%E5%83%8F_%E7%BA%A2%E6%9C%88%E4%B9%8B%E7%8E%8B.png,异星复仇者,6791a07df1014a639fcca7dc,518,90,90,红月之王,3878,319,150,20,30,267,0,0.05,0,0,0,0,0.3,0.2,0.3,0.2,部队血量低于70%时，进入战斗后遭受伤害降低10%,部队血量低于70%时，伤害提升10%,步兵
1000,335,175,https://patchwiki.biligame.com/images/langrisser/thumb/a/aa/jv6cbds0hkg6ecmi8hqzab235alx262.png/82px-%E5%A4%B4%E5%83%8F_%E7%BA%A2%E6%9C%88%E4%B9%8B%E7%8E%8B.png,血晶支配者,6791a07df1014a639fcca7dd,518,90,90,红月之王,3878,285,150,20,30,295,0,0.05,0,0,0,0,0.3,0.2,0.3,0.2,主动攻击进入战斗时，部队遭受伤害降低10%,主动攻击进入战斗时，伤害提升10%,僧侣
1000,273,121,https://patchwiki.biligame.com/images/langrisser/thumb/f/f6/h6ul74v2xfkdqmel3wr6kxnhfeeby0r.png/82px-%E5%A4%B4%E5%83%8F_%E6%88%B7%E6%84%9A%E5%90%95%E5%85%84%E5%BC%9F.png,力·100%,6791a07df1014a639fcca7de,233,90,90,户愚吕兄弟,3914,313,30,20,150,628,0,0,0,0,0,0,0.4,0.4,0.1,0.1,部队血量100%时，遭受伤害降低10%。,部队血量100%时，伤害提升10%。,魔物
1000,262,121,https://patchwiki.biligame.com/images/langrisser/thumb/f/f6/h6ul74v2xfkdqmel3wr6kxnhfeeby0r.png/82px-%E5%A4%B4%E5%83%8F_%E6%88%B7%E6%84%9A%E5%90%95%E5%85%84%E5%BC%9F.png,武态·剑,6791a07df1014a639fcca7df,233,90,90,户愚吕兄弟,4303,313,30,20,150,596,0,0,0,0,0,0,0.4,0.4,0.1,0.1,本部队有10个以上的强化状态时，战斗中遭受伤害降低10%。,本部队有10个以上的强化状态时，战斗中伤害提升10%。,骑兵
1000,362,80,https://patchwiki.biligame.com/images/langrisser/thumb/6/6d/5evva54tdbq5hkzzmire8j97bh0eeop.png/82px-%E5%A4%B4%E5%83%8F_%E6%80%80%E7%89%B9%C2%B7%E8%8C%9C%E8%8C%9C.png,军师,6791a07df1014a639fcca7e0,476,90,90,怀特·茜茜,3806,282,150,20,30,305,0,0,0,0,0,0,0.3,0.2,0.35,0.15,部队血量100%时，遭受伤害降低10%,部队血量100%时，伤害提升10%,僧侣
1000,340,93,https://patchwiki.biligame.com/images/langrisser/thumb/6/6d/5evva54tdbq5hkzzmire8j97bh0eeop.png/82px-%E5%A4%B4%E5%83%8F_%E6%80%80%E7%89%B9%C2%B7%E8%8C%9C%E8%8C%9C.png,隐士,6791a07df1014a639fcca7e1,476,90,90,怀特·茜茜,3806,262,150,20,30,280,0,0,0,0,0,0,0.3,0.2,0.35,0.15,遭受范围伤害降低10%,主动攻击进入战斗时，士兵伤害提升20%,法师
1000,355,150,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/8vlsa25fmvbazjjnzv7s16wm15pqdgy.png/82px-%E5%A4%B4%E5%83%8F_%E8%BE%89%E8%80%80%E5%9C%A3%E5%8F%AC%E4%BD%BF.png,辉耀神眷使,6791a07df1014a639fcca7e2,562,90,90,辉耀圣召使,4356,282,150,20,30,280,0,0,0,0,0,0,0.35,0.3,0.2,0.25,部队血量100%时，遭受伤害降低10%。,本部队有5个以上增益效果时，进入战斗后伤害提升10%。,典藏僧侣
1000,378,166,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/8vlsa25fmvbazjjnzv7s16wm15pqdgy.png/82px-%E5%A4%B4%E5%83%8F_%E8%BE%89%E8%80%80%E5%9C%A3%E5%8F%AC%E4%BD%BF.png,圣雷召现使,6791a07df1014a639fcca7e3,592,90,90,辉耀圣召使,4039,281,150,20,30,253,0,0,0,0,0,0,0.35,0.3,0.2,0.25,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,部队血量高于80%时，伤害提升10%。,典藏法师
1000,356,135,https://patchwiki.biligame.com/images/langrisser/thumb/9/9a/kpro29mq9ylcw3rsizoykllawhufiji.png/82px-%E5%A4%B4%E5%83%8F_%E8%BE%89%E5%A4%9C.png,月隐谪仙,6791a07df1014a639fcca7e4,566,90,90,辉夜,3671,240,150,20,30,290,0,0,0.05,0,0,0,0.2,0.4,0.15,0.25,本部队有弱化状态时，战斗中遭受伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,法师
1000,319,149,https://patchwiki.biligame.com/images/langrisser/thumb/9/9a/kpro29mq9ylcw3rsizoykllawhufiji.png/82px-%E5%A4%B4%E5%83%8F_%E8%BE%89%E5%A4%9C.png,月之贤人,6791a07df1014a639fcca7e5,534,90,90,辉夜,3994,271,150,20,30,290,0,0,0.05,0,0,0,0.2,0.4,0.15,0.25,受到近战攻击时，遭受物理伤害降低10%。,部队血量低于70%时，伤害提升10%。,僧侣
1000,291,140,https://patchwiki.biligame.com/images/langrisser/thumb/d/d9/im0u6v5w47uw5zu2t9yv8n75qvvst0t.png/82px-%E5%A4%B4%E5%83%8F_%E9%9C%8D%E5%A4%AB%E6%9B%BC.png,盾剑统帅,6791a07df1014a639fcca7e6,258,90,90,霍夫曼,4783,350,30,20,150,575,0,0,0,0,0,0,0.4,0.2,0.3,0.1,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,范围伤害提升10%。,步兵
1000,269,140,https://patchwiki.biligame.com/images/langrisser/thumb/d/d9/im0u6v5w47uw5zu2t9yv8n75qvvst0t.png/82px-%E5%A4%B4%E5%83%8F_%E9%9C%8D%E5%A4%AB%E6%9B%BC.png,翼盾元帅,6791a07df1014a639fcca7e7,258,90,90,霍夫曼,4783,359,30,20,150,575,0,0,0,0,0,0,0.4,0.2,0.3,0.1,受到远程攻击时，遭受伤害降低10%。,部队血量低于70%时，进入战斗后伤害提升10%。,枪兵
1000,311,152,https://patchwiki.biligame.com/images/langrisser/thumb/9/9d/lged0l96zsfm22qvvg9daamtwl6wk79.png/82px-%E5%A4%B4%E5%83%8F_%E5%9F%BA%E6%96%AF.png,龙骑统帅,6791a07df1014a639fcca7e8,230,90,90,基斯,3657,263,30,20,150,486,0,0,0,0,0,0,0.35,0.1,0.35,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,主动攻击进入战斗时，伤害提升10%。,飞兵
1000,361,105,https://patchwiki.biligame.com/images/langrisser/thumb/d/d5/04x2i6z09i82m8hpptjsdumf6fh8i81.png/82px-%E5%A4%B4%E5%83%8F_%E5%9F%BA%E6%89%8E%E6%B4%9B%E5%A4%AB.png,魔导元帅,6791a07df1014a639fcca7e9,514,90,90,基扎洛夫,3845,265,150,20,30,258,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.35,0.35,部队血量100%时，遭受暴击率降低10%。,部队血量100%时，暴击率提升10%。,魔物
1000,315,105,https://patchwiki.biligame.com/images/langrisser/thumb/d/d5/04x2i6z09i82m8hpptjsdumf6fh8i81.png/82px-%E5%A4%B4%E5%83%8F_%E5%9F%BA%E6%89%8E%E6%B4%9B%E5%A4%AB.png,科学狂人,6791a07df1014a639fcca7ea,484,90,90,基扎洛夫,3548,285,150,20,30,310,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.35,0.35,主动攻击进入战斗时，部队遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,法师
1000,389,137,https://patchwiki.biligame.com/images/langrisser/thumb/c/cd/4nqbroey9lvdxcsqu7lnrrjgbuf2l49.png/82px-%E5%A4%B4%E5%83%8F_%E8%BF%A6%E6%B8%B8%E7%BD%97.png,星丽剑姬,6791a07df1014a639fcca7eb,534,90,90,迦游罗,3322,227,150,20,30,262,0,0,0,0,0,0,0.15,0.35,0.15,0.35,部队血量高于80%时，遭受暴击率降低10%。,受到攻击进入战斗时，伤害提升10%。,刺客
1000,399,137,https://patchwiki.biligame.com/images/langrisser/thumb/c/cd/4nqbroey9lvdxcsqu7lnrrjgbuf2l49.png/82px-%E5%A4%B4%E5%83%8F_%E8%BF%A6%E6%B8%B8%E7%BD%97.png,净地末裔,6791a07df1014a639fcca7ec,503,90,90,迦游罗,3322,227,150,20,30,316,0,0,0,0,0,0,0.15,0.35,0.15,0.35,部队血量低于50%时，遭受伤害降低10%。,部队血量高于80%时，暴击率提升10%。,僧侣
1000,253,215,https://patchwiki.biligame.com/images/langrisser/thumb/8/89/luap4npzrwqj2mpphfyfh0xaxg4o3bq.png/82px-%E5%A4%B4%E5%83%8F_%E5%89%91%E9%83%A8%E6%AD%A6%E4%B8%80%E9%83%8E.png,剑圣,6791a07df1014a639fcca7ed,244,90,90,剑部武一郎,4253,302,30,20,150,588,0,0,0,0,0,0,0.15,0.4,0.25,0.15,部队血量高于80%时，遭受暴击率降低10%。,部队血量低于70%时，进入战斗后伤害提升10%。,步兵
1000,201,164,https://patchwiki.biligame.com/images/langrisser/thumb/8/89/luap4npzrwqj2mpphfyfh0xaxg4o3bq.png/82px-%E5%A4%B4%E5%83%8F_%E5%89%91%E9%83%A8%E6%AD%A6%E4%B8%80%E9%83%8E.png,战王丸,6791a07df1014a639fcca7ee,222,90,90,剑部武一郎,4531,325,30,20,150,558,0,0,0,0,0,0,0.15,0.4,0.25,0.15,遭受范围伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,枪兵
1000,395,96,https://patchwiki.biligame.com/images/langrisser/thumb/0/0b/nwi2l4pcydy4kzi9camr7u2mm18d4ve.png/82px-%E5%A4%B4%E5%83%8F_%E9%99%8D%E7%94%9F%E4%B9%8B%E5%85%89.png,裁决威光,6791a07df1014a639fcca7ef,563,90,90,降生之光,3308,245,150,20,30,262,0,0,0.05,0,0,0,0.25,0.4,0.15,0.2,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,法师
